qualified_name,type,category,file_path,line_start,line_end,description,inputs,outputs,raises,dependencies,side_effects,idempotency,async,stability,tests,notes
aspect_card_utils.aspect_report:normalize_aspect_tuple,function,Core,aspect_card_utils/aspect_report.py,62,67,Implements `normalize_aspect_tuple`.,"t:Tuple[str, str, str] (required)","return: Tuple[str, str, str]; side_effects: network",none,"ASPECT_MAP.get; ASPECT_MAP.get(asp, asp).title; PLANET_MAP.get; PLANET_MAP.get(a, a).title; PLANET_MAP.get(b, b).title",network,non-idempotent,false,stable,not found,
aspect_card_utils.aspect_report:canonicalize_order,function,Core,aspect_card_utils/aspect_report.py,69,78,Implements `canonicalize_order`.,a:str (required); aspect_name:str (required); b:str (required),"return: Tuple[str, str]; side_effects: network",none,PLANET_RANK.get; sorted,network,non-idempotent,false,stable,not found,
aspect_card_utils.aspect_report:parse_aspect_rows,function,Core,aspect_card_utils/aspect_report.py,81,98,Expect each row like:,rows:List[List[Any]] (required),return: List[AspectWindow],none,AspectWindow; canonicalize_order; isinstance; len; normalize_aspect_tuple; out.append; str,none,unknown,false,stable,not found,
aspect_card_utils.aspect_report:resolve_card_id,function,Core,aspect_card_utils/aspect_report.py,101,108,Implements `resolve_card_id`.,"pair:Tuple[str, str, str] (required); by_triplet:Dict[Tuple[str, str, str], str] (required)",return: Optional[str]; side_effects: network,none,by_triplet.get,network,non-idempotent,false,stable,not found,
aspect_card_utils.aspect_report:_parse_date,function,Core,aspect_card_utils/aspect_report.py,111,112,Implements `_parse_date`.,s:str (required),return: date,none,"datetime.strptime; datetime.strptime(s, '%Y-%m-%d').date",none,unknown,false,stable,not found,
aspect_card_utils.aspect_report:phase_for_today,function,Core,aspect_card_utils/aspect_report.py,114,125,"Classify which phase today is in. If today outside window, return 'out_of_window'.",start:str (required); exact:str (required); end:str (required); today:Optional[date]=None (optional),return: str,none,_parse_date; date.today,none,unknown,false,stable,not found,
aspect_card_utils.aspect_report:render_item_md,function,Core,aspect_card_utils/aspect_report.py,128,160,Implements `render_item_md`.,"card:Dict[str, Any] (required); window:AspectWindow (required); theme:str='career' (optional); lang:str='en' (optional)",return: str; side_effects: network,none,"' | '.join; ' · '.join; ', '.join; '; '.join; '\n\n'.join; actions.get; buckets.append; card.get; card.get('core_meaning') or ''.strip; card.get('locales') or {}.get; facets.get; loc.get; md.append; phase_for_today; theme.capitalize",network,non-idempotent,false,stable,not found,
aspect_card_utils.aspect_report:generate_report_from_rows,function,Core,aspect_card_utils/aspect_report.py,162,215,rows: your computed windows (no header).,rows:List[List[Any]] (required); kb_dir:str=KB_DIR (optional); theme:str='career' (optional); lang:str='en' (optional); as_markdown:bool=True (optional); today:Optional[date]=None (optional),"return: str | List[Dict[str, Any]]; side_effects: network",none,' · '.join; '\n\n---\n\n'.join; (card.get('locales') or {}).get(lang) or {}.get; card.get; card.get('actionables') or {}.get; card.get('facets') or {}.get; card.get('locales') or {}.get; load_card; load_index; md_blocks.append; os.path.join; out_struct.append; parse_aspect_rows; phase_for_today; render_item_md; resolve_card_id,network,non-idempotent,false,stable,not found,
aspect_card_utils.card_gen_ai:generate_aspect_card,function,Core,aspect_card_utils/card_gen_ai.py,75,177,Implements `generate_aspect_card`.,p1:Any (required); asp_code:Any (required); p2:Any (required); asp_name:Any (required); applies_to:Any (required); weights_hint:Any (required); quality_tags_seed:Any (required),return: unknown; side_effects: network,none,asp_name.lower; c.get; client.responses.create; date.today; first.get; getattr; isinstance; json.loads; out0.get; resp['output'][0]['content'][0].get; str; txt.get,network,non-idempotent,false,risky,not found,Risk: broad exception catch; large function >80 LOC
aspect_card_utils.vedic_kb:_aspect_valence_tags,function,Core,aspect_card_utils/vedic_kb.py,158,178,Implements `_aspect_valence_tags`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,ASPECT_SEM.get; dict.fromkeys; list; sum; tags.append,network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_verb_bridge,function,Core,aspect_card_utils/vedic_kb.py,181,188,Implements `_verb_bridge`.,asp_code:str (required),return: unknown; side_effects: network,none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_compose_core,function,Core,aspect_card_utils/vedic_kb.py,191,208,Implements `_compose_core`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,"' '.join; ', '.join; ASPECT_SEM.get; PLANET_ARCH.get; PLANET_ARCH.get(p1, {}).get; PLANET_ARCH.get(p2, {}).get; _verb_bridge; a.get; lines.append",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_facet_sentence,function,Core,aspect_card_utils/vedic_kb.py,211,216,Implements `_facet_sentence`.,planet:str (required); domain:str (required),return: unknown; side_effects: network,none,"PLANET_ARCH.get; PLANET_ARCH.get(planet, {}).get",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_compose_facets,function,Core,aspect_card_utils/vedic_kb.py,219,232,Implements `_compose_facets`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get; _facet_sentence; blend",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_compose_actionables,function,Core,aspect_card_utils/vedic_kb.py,235,260,Implements `_compose_actionables`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get; pv; tailor; verbs.get",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_keywords,function,Core,aspect_card_utils/vedic_kb.py,263,269,Implements `_keywords`.,p1:str (required); p2:str (required); asp_code:str (required),"return: unknown; side_effects: db, network",none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get; ASPECT_SEM.get(asp_code, {}).get('name', '').lower; ASPECT_SEM.get(asp_code, {}).get('tone', 'interaction').split; PLANET_ARCH.get; PLANET_ARCH.get(p1, {}).get; PLANET_ARCH.get(p2, {}).get; set; sorted; tags.update","db, network",non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_weights_hint,function,Core,aspect_card_utils/vedic_kb.py,272,280,Implements `_weights_hint`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,DEFAULT_ORB_DEG.get; PLANET_WEIGHT.get,network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_risk_notes,function,Core,aspect_card_utils/vedic_kb.py,283,302,Implements `_risk_notes`.,p1:str (required); p2:str (required); asp_code:str (required),return: unknown; side_effects: network,none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get; risks.append",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_locales,function,Core,aspect_card_utils/vedic_kb.py,305,323,Implements `_locales`.,p1:str (required); p2:str (required); asp_code:str (required); core_en:str (required),return: unknown; side_effects: network,none,"ASPECT_SEM.get; ASPECT_SEM.get(asp_code, {}).get",network,non-idempotent,false,stable,not found,
aspect_card_utils.vedic_kb:_retrieval_blocks,function,Core,aspect_card_utils/vedic_kb.py,326,342,Implements `_retrieval_blocks`.,p1:str (required); p2:str (required); asp_code:str (required); core_en:str (required); facets:dict (required),return: unknown,none,asp_name.lower,none,unknown,false,stable,not found,
aspect_card_utils.vedic_kb:_modifiers,function,Core,aspect_card_utils/vedic_kb.py,345,355,Implements `_modifiers`.,none,return: unknown,none,none,none,unknown,false,stable,not found,
astro_core.astro_core:_resolve_sidm_const,function,Core,astro_core/astro_core.py,111,135,"Return the integer SIDM_* constant value from swisseph by name, or None.",const_name:str | None (required),return: unknown,none,dir; getattr; name.startswith; name.upper,none,unknown,false,stable,not found,
astro_core.astro_core:set_ayanamsha,function,Core,astro_core/astro_core.py,143,182,Configure ayanamsha globally for subsequent calculations.,ayanamsha_mode:str='sidereal' (optional); ayanamsha_name:str='Lahiri' (optional); ayanamsha_custom_offset_deg:float | None=None (optional),return: None; side_effects: network,none,AYANAMSHA_MAP.get; _resolve_sidm_const; ayanamsha_mode or 'sidereal'.lower; float; swe.set_sid_mode,network,non-idempotent,false,stable,found,
astro_core.astro_core:get_flags,function,Core,astro_core/astro_core.py,184,189,Return Swiss Ephemeris flags with/without FLG_SIDEREAL depending on current mode.,none,return: int,none,none,none,unknown,false,stable,not found,
astro_core.astro_core:current_ayanamsha_info,function,Core,astro_core/astro_core.py,191,196,Implements `current_ayanamsha_info`.,none,return: dict,none,none,none,unknown,false,stable,not found,
astro_core.astro_core:_to_utc,function,Core,astro_core/astro_core.py,281,285,"Attach tz if naive (assume given local tz), convert to UTC, return aware dt.",dt_local:dt.datetime (required); tz:ZoneInfo (required),return: dt.datetime,none,dt_local.astimezone; dt_local.replace,none,unknown,false,stable,not found,
astro_core.astro_core:_julday_utc,function,Core,astro_core/astro_core.py,287,293,Build UT Julian day from a UTC datetime (aware).,dtu:dt.datetime (required),return: float,ValueError('UTC datetime must be timezone-aware'),ValueError; dtu.astimezone; swe.julday,none,unknown,false,stable,not found,
astro_core.astro_core:_parse_date,function,Core,astro_core/astro_core.py,295,302,Implements `_parse_date`.,d:object (required),return: dt.date,"TypeError(""birth/start/end dates must be date, datetime, or 'YYYY-MM-DD' string"")",TypeError; d.date; dt.date.fromisoformat; isinstance,none,unknown,false,stable,not found,
astro_core.astro_core:_parse_time,function,Core,astro_core/astro_core.py,304,314,Implements `_parse_time`.,t:Optional[str] (required),"return: Tuple[int, int, int]","ValueError(""time must be 'HH:MM' or 'HH:MM:SS'"")",ValueError; int; len; t.split,none,unknown,false,stable,not found,
astro_core.astro_core:format_dt,function,Core,astro_core/astro_core.py,316,318,Implements `format_dt`.,dt_obj:Any (required),return: unknown,none,dt_obj.strftime,none,unknown,false,stable,not found,
astro_core.astro_core:effective_orb,function,Core,astro_core/astro_core.py,321,333,"Active orb = min(orb_by_aspect, orb_by_transit_planet).","aspect_angle:int (required); t_pid:int (required); aspect_orbs:Dict[int, float]=ASPECT_ORB_DEG (optional); transit_orbs:Dict[int, float]=TRANSIT_ORB_BY_PID (optional); default_aspect_orb:float=1.0 (optional); default_transit_orb:float=1.0 (optional)",return: float; side_effects: network,none,aspect_orbs.get; min; transit_orbs.get,network,non-idempotent,false,stable,not found,
astro_core.astro_core:_planet_longitudes_utc,function,Core,astro_core/astro_core.py,335,353,Geocentric ecliptic longitudes (deg) for Sun..Pluto at a UTC datetime.,dtu:dt.datetime (required); flags:Optional[int]=None (optional); allowed_pids:Optional[List[int]]=None (optional),"return: Dict[int, float]",none,_julday_utc; get_flags; swe.calc_ut,none,unknown,false,stable,found,
astro_core.astro_core:_delta_circ,function,Core,astro_core/astro_core.py,355,358,Minimum absolute circular distance between two angles in degrees [0..180].,a:float (required); b:float (required),return: float,none,abs,none,unknown,false,stable,not found,
astro_core.astro_core:_dist_to_aspect,function,Core,astro_core/astro_core.py,360,362,"Distance of an angular separation to an aspect angle, circularly.",delta_deg:float (required); aspect_angle:int (required),return: float,none,_delta_circ; float,none,unknown,false,stable,not found,
astro_core.astro_core:_planet_name_short,function,Core,astro_core/astro_core.py,364,365,Implements `_planet_name_short`.,pid:int (required),return: str,none,swe.get_planet_name,none,unknown,false,stable,not found,
astro_core.astro_core:calc_planet_pos,function,Core,astro_core/astro_core.py,368,394,Planetary longitudes for the given local date/time in tz_str.,date:dt.date | dt.datetime | str (required); time:Optional[str]=None (optional); tz_str:str='UTC' (optional); flags:Optional[int]=None (optional); ayanamsha_mode:str | None=None (optional); ayanamsha_name:str | None=None (optional); ayanamsha_custom_offset_deg:float | None=None (optional),"return: Dict[int, float]",none,ZoneInfo; _parse_date; _parse_time; _planet_longitudes_utc; _to_utc; dt.datetime; get_flags; set_ayanamsha,none,unknown,false,stable,not found,
astro_core.astro_core:find_aspects,function,Core,astro_core/astro_core.py,396,431,Find aspects between natal (static) and transit (current) longitudes.,"natal_positions:Dict[int, float] (required); transit_positions:Dict[int, float] (required); aspect_orbs:Dict[int, float]=ASPECT_ORB_DEG (optional)",return: List[AspectHit]; side_effects: logging,none,ASPECTS.items; AspectHit; _delta_circ; _dist_to_aspect; _planet_name_short; dt.datetime.now; effective_orb; hits.append; natal_positions.items; transit_positions.items,logging,idempotent,false,stable,not found,
astro_core.astro_core:_sep_deg_at_local_dt,function,Core,astro_core/astro_core.py,432,451,Distance (deg) of t_pid to aspect_angle from natal n_lon at given local_dt.,local_dt:dt.datetime (required); tz_transit:ZoneInfo (required); t_pid:int (required); n_lon:float (required); aspect_angle:int (required); flags:Optional[int] (required); allowed_pids:Optional[List[int]]=None (optional),return: float,none,_delta_circ; _dist_to_aspect; _planet_longitudes_utc; _to_utc; get_flags,none,unknown,false,stable,not found,
astro_core.astro_core:_refine_exact_time,function,Core,astro_core/astro_core.py,453,495,Refine the moment of minimum distance within ±coarse_window_hours around coarse_best_dt.,coarse_best_dt:dt.datetime (required); tz_transit:ZoneInfo (required); t_pid:int (required); n_lon:float (required); aspect_angle:int (required); flags:Optional[int] (required); coarse_window_hours:int=6 (optional),"return: Tuple[dt.datetime, float]",none,_sep_deg_at_local_dt; dt.timedelta; float,none,unknown,false,stable,not found,
astro_core.astro_core:calc_aspect_periods,function,Core,astro_core/astro_core.py,497,655,Implements `calc_aspect_periods`.,"birth_date:dt.date | dt.datetime | str (required); birth_time:Optional[str] (required); birth_tz:str (required); start_date:dt.date | dt.datetime | str (required); end_date:dt.date | dt.datetime | str (required); transit_tz:str='UTC' (optional); sample_step_hours:int=6 (optional); flags:Optional[int]=None (optional); aspect_orbs:Dict[int, float]=ASPECT_ORB_DEG (optional); exclude_transit_short:Optional[Iterable[str]]=None (optional)",return: List[AspectPeriod],ValueError('end_date must be >= start_date'),ASPECTS.items; AspectPeriod; ValueError; ZoneInfo; _delta_circ; _dist_to_aspect; _parse_date; _planet_longitudes_utc; _planet_name_short; _refine_exact_time; _to_utc; active.items; active.pop; calc_planet_pos; dt.datetime; dt.timedelta; effective_orb; get_flags; max; merged.append,none,unknown,false,risky,not found,Risk: large function >80 LOC
